input_text,target_reason
hate-speech-qa: Ngữ cảnh: 'Vũ Văn Hiệp học trò như đách lồn :))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu, miệt thị 'đách lồn' để xúc phạm, hạ thấp nhân phẩm học trò Vũ Văn Hiệp."
hate-speech-qa: Ngữ cảnh: 'Anh Trung tự tin 😎' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Thôi khỏi iu lun' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Lê Khánh An kệ ng ta việc nhà mik là giữ top🙂' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Phước Đây Đừng Sợ lừa bố m 😑' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'thay mặt toàn thể chị em cám ơn thầy chúc thầy nhiều sức khỏe , khi nào xóa kênh thầy ơi' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'về 572 gia định mà đòi đất ....kkkkkk..già mà ngu vl' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị `'già mà ngu vl'` để xúc phạm trí tuệ và tuổi tác, mang tính hạ thấp và thiếu tôn trọng.
"
hate-speech-qa: Ngữ cảnh: '6p sống chậm thui' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'buồn thặc sự =))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Lượng cứ thích nghỉ học là lấy chồng🙂 suy nghĩ cũng cao sang gớm' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Mãi mãi một huyền thoại , Faker tuổi so với Thầy' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: '. Tìm hiểu dùm mình nhen bạn, ko phải cứ tây ăn cứt thì ta cũng ăn cứt nhen !' Câu hỏi: Tại sao câu này độc hại?","Sử dụng cụm từ tục tĩu 'tây ăn cứt' để miệt thị, hạ thấp người khác, ám chỉ hành động ghê tởm."
hate-speech-qa: Ngữ cảnh: 'Nguyễn Yến Nhi đang tính cmt luôn. :)))) Coi xong kiểu WTF?? T đã coi clg thế :))))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu 'WTF' (What the fuck) và 'clg' (cái lồn gì) thể hiện sự thô tục, xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Wow, đây đúng là 1 sản phẩm tuyệt vời trong tầm giá thầy ạ, màn hình lớn, cấu hình cực ổn, thoải mái giải trí cũng như học tập, nay còn được giảm giá thì quá tuyệt vời' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Tuấn Mạnh :))) Nhật nổi tiếng biến thái mà' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'biến thái' để gán cho cả dân tộc Nhật Bản là hành vi kỳ thị, tạo định kiến tiêu cực."
hate-speech-qa: Ngữ cảnh: 'Mấy cái nhạc trong phim của bảnh toàn của K-ICM đệm nhạc đó :v' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Em nó vào tù chỉ vì ngu mà chết. Chúng nó ở Mẽo nhận đc gói tiền to to, ném tiền về với gói nhỏ nhỏ, đến lúc em này đc nhận chỉ là 200k và tù. Ngu chưa con' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ 'ngu mà chết', 'Ngu chưa con' để miệt thị, xúc phạm và hạ thấp giá trị của người khác, đặc biệt khi họ gặp nạn."
hate-speech-qa: Ngữ cảnh: 'fai nói 1 điều mày khóc thuê à ad . sẽ sớm thôi mày sẽ bị dờ gáy' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ xúc phạm ('mày khóc thuê') và đe dọa trực tiếp ('mày sẽ bị dờ gáy'), nhắm vào cá nhân, gây hấn."
hate-speech-qa: Ngữ cảnh: 'dnn thay ba nhieu hok tro` tot vc :L))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Tặng Tùng Sói thì nhận tạm thôi ạ:)cháu không cần cốc đâu' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Phố Bolsa TV làm nhiều clip về bác Trần Dần nha, đã đăng kí , sub kênh và like nhiệt tình...I love bác Trần Dần' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Thay Ngu' Câu hỏi: Tại sao câu này độc hại?,"Từ 'Ngu' trực tiếp xúc phạm trí tuệ, hạ thấp người khác, đặc biệt là người thầy, mang tính miệt thị."
"hate-speech-qa: Ngữ cảnh: 'Cái miệng khẩu nghiệp, con này nó tạo nghiệp không để phúc đức cho con nó' Câu hỏi: Tại sao câu này độc hại?","Sử dụng 'khẩu nghiệp', 'tạo nghiệp' để trù điềm gở, xui xẻo tới một cá nhân"
hate-speech-qa: Ngữ cảnh: 'Nguyễn Minh nhật bổn bệnh vl thế này á minh béo :))' Câu hỏi: Tại sao câu này độc hại?,"Cụm từ 'nhật bổn bệnh vl' xúc phạm vì sử dụng ngôn ngữ tục tĩu và quy chụp, miệt thị một nhóm người."
hate-speech-qa: Ngữ cảnh: 'Ngo BoiNgoc giống bên Úc lợn. Tự cách ly nên mới có chuyện dương tính vẫn đi siêu thị shopping. Đang chờ kqua xét nghiệm vẫn đi hoà nhạc 🤣 vl dân chủ. Nghĩ nó chán' Câu hỏi: Tại sao câu này độc hại?,"Từ 'Úc lợn' miệt thị, phi nhân hóa. Cụm 'vl dân chủ' tục tĩu, hạ thấp giá trị, thể hiện sự khinh miệt."
hate-speech-qa: Ngữ cảnh: 'mấy con cá đấy gọi chung là quân đội và cớm :v' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'cớm' là miệt thị lực lượng cảnh sát. Cụm 'mấy con cá' phi nhân hóa, hạ thấp đối tượng được nhắc đến."
"hate-speech-qa: Ngữ cảnh: 'Vậy mà vẫn thua Thi Thi ak,' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Nói chuyện vậy không nhiều fan mới lạ!' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Thêm tôi like nữa là tròn 10.000' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Fake và Real vậy đi , mua gì thì tùy điều kiện mỗi người :))))' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'đc vl ah ưi' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: '😅 đụ mẹ mấy thằng cộng sản này nó cứ bắt bọn trung Quốc sản xuất đá không mang đi thiêu hủy mà cứ chia nhau đập lấy gì không ngáo phát biểu linh tinh' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ tục tĩu 'đụ mẹ', miệt thị 'mấy thằng cộng sản' và 'bọn trung Quốc', gán ghép hành vi tiêu cực và xúc phạm nhân phẩm."
hate-speech-qa: Ngữ cảnh: 'Em thích tính chế v đó ..' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Thích cô quá cô ơi' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Tao gõ chớt mẹ mày chứ ở đó mà múa . Abe said :))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng cụm từ 'gõ chớt mẹ mày' là lời đe dọa bạo lực, mang tính xúc phạm và thù địch nghiêm trọng."
hate-speech-qa: Ngữ cảnh: 'Dương =)) Làm gì kệ mẹ bạn' Câu hỏi: Tại sao câu này độc hại?,"Từ 'kệ mẹ' mang ý nghĩa miệt thị, không tôn trọng ý kiến người khác"
hate-speech-qa: Ngữ cảnh: 'Tụi học trò vô văn hóa' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng 'vô văn hóa' để gán nhãn tiêu cực cho toàn bộ nhóm học sinh, mang tính xúc phạm và miệt thị."
hate-speech-qa: Ngữ cảnh: 'Con này là con bóng dơ cái miệng nó mai mốt ko có cức mà ăn nữa... Kkkk' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị `'bóng dơ'` nhắm vào người đồng tính và lời lẽ thô tục `'cức'` để xúc phạm, hạ thấp nhân phẩm."
hate-speech-qa: Ngữ cảnh: 'đm ông điêu ít thôiii :)))' Câu hỏi: Tại sao câu này độc hại?,"Từ 'đm' là một từ chửi thề tục tĩu, mang ý nghĩa xúc phạm và thiếu tôn trọng người nghe."
hate-speech-qa: Ngữ cảnh: 'Cậu vàng đi rồi abe ơi huhu' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Hải Yến bố cái con thái lọ' Câu hỏi: Tại sao câu này độc hại?,"Từ 'bố cái con' là chửi thề tục tĩu. 'Thái lọ' là từ miệt thị, xúc phạm sắc tộc và giới tính, mang tính thù địch.
"
hate-speech-qa: Ngữ cảnh: 'Jack nay đẹp trai xỉu' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Vì thầy xạo lol nè' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ tục tĩu 'xạo lol' để xúc phạm, hạ thấp nhân phẩm người khác, mang tính công kích cá nhân."
hate-speech-qa: Ngữ cảnh: 'À thì ra người Nhật cũng chẳng hợn Võ Hồng Tâm' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Lúc đi thì trắng tinh lúc về thì lại như anh da đen :vv' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Mồ tổ cha bọn nó làm trò hề với dân ...một bè lủ hành dân để làm moi tiền dân ..' Câu hỏi: Tại sao câu này độc hại?,"Mồ tổ cha' là lời nguyền rủa nặng nề. 'Bè lủ' và 'hành dân' miệt thị, xúc phạm nhóm người bị nhắm đến, cáo buộc họ lạm dụng quyền lực."
"hate-speech-qa: Ngữ cảnh: 'Kệ đi thớt , 1 lũ trẻ trâu' Câu hỏi: Tại sao câu này độc hại?","Từ 'trẻ trâu' là thuật ngữ miệt thị, hạ thấp và gán mác tiêu cực cho một nhóm người, thể hiện sự khinh thường và thiếu tôn trọng."
hate-speech-qa: Ngữ cảnh: 'Ừ cho là vậy đi vậy kinh tế và an Sinh thì 50 năm nữa mới bằng thái lan nha một lũ ngáo banh bóng hay ho gì mà tự hào đúng chế độ đào tạo người hay thật' Câu hỏi: Tại sao câu này độc hại?,"Câu này xúc phạm vì dùng 'một lũ ngáo banh bóng' để miệt thị, quy chụp một nhóm người là ngu ngốc, chỉ biết bóng đá, hạ thấp giá trị họ."
hate-speech-qa: Ngữ cảnh: 'Vũ Thành Đôn' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Đm! Thắm ơi! Lâu lắm rồi ko chửi bậy trên Fb, cơ mà đang cú quá, đéo biết giải toả ở đâu cả, viết ké ở đây nhé! Cái đcm nhà m nữa! Add bố m, bố accept xong lại chặn bố à? Đcm! Hl thế? Bố đéo rảnh để quan tâm chúng m ăn uống ngủ nghỉ chơi bời thế nào đâu! Ranh con đầu bà cmay! Chỗ cm rảnh háng vào làm mấy cái trò ăn cc như thế à? Cái đm!' Câu hỏi: Tại sao câu này độc hại?","Sử dụng các từ ngữ tục tĩu, xúc phạm như 'Đm', 'đéo', 'đcm', 'Hl', 'ranh con đầu bà cmay', 'rảnh háng', 'ăn cc' nhằm hạ thấp và lăng mạ người khác."
hate-speech-qa: Ngữ cảnh: 'Đáng iu quá 🙈🙈' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: ':)))) alo có thằng ngu Mr Gripex ở đây không :v' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị ""thằng ngu"" trực tiếp xúc phạm trí tuệ và hạ thấp giá trị của cá nhân được nhắc đến."
hate-speech-qa: Ngữ cảnh: 'Thằng chó' Câu hỏi: Tại sao câu này độc hại?,"Từ 'Thằng chó' hạ thấp giá trị, so sánh cá nhân với động vật nhằm mục đích xúc phạm"
hate-speech-qa: Ngữ cảnh: 'Được anh ưiiii' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Ý là bạn thích đc dí lồn vào mặt à? Vậy thì cũng giống mình. Sướng mà, nhờ 😂' Câu hỏi: Tại sao câu này độc hại?","Từ chửi thề 'lồn' mang hàm ý xúc phạm, khiêu khích một cá nhân"
hate-speech-qa: Ngữ cảnh: 'Má cái ông già này. Trẻ trâu Việt Nam nó chém ko trượt phát lào chứ ở đó mà súng bắn ko trúng...' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị ('Má cái ông già', 'Trẻ trâu') và cổ súy bạo lực ('chém') là xúc phạm và thù địch."
hate-speech-qa: Ngữ cảnh: 'H tao mới biết hacker Việt Nam đi Rip Face :((?' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Cương Đặng m chắc là dân miền ngoài r mở miệng là thịt chó , chúng m đeo có tình thương động vật' Câu hỏi: Tại sao câu này độc hại?","Sử dụng 'dân miền ngoài' để phân biệt vùng miền và 'chúng m' mang tính miệt thị, xúc phạm, gán ghép định kiến tiêu cực."
hate-speech-qa: Ngữ cảnh: 'U cao long no het di chi' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Đinh Nhật Uy cho ra lò ""chuyện vui cuối tuần "" vui thật !! vì chỉ xin đi phụ bếp mà đòi phải biết 29 thứ tiếng thì gắt quá! Chỉ có bác hù mới đủ thông minh để đáp ứng sự đòi hỏi này vì nghe nói bác củng biết 29 thứ tiếng,phải công nhận bác sáng suốt qu' Câu hỏi: Tại sao câu này độc hại?","Sử dụng biệt danh miệt thị ('bác hù') và giọng điệu mỉa mai để chế giễu, hạ thấp nhân phẩm và trí tuệ của cá nhân được nhắc đến."
hate-speech-qa: Ngữ cảnh: 'ờ thực tế' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Rồi sao mày làm đc củ c gì ... hay viết đọc cho hay?' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ 'mày' thiếu tôn trọng và cụm từ tục tĩu 'củ c' mang ý nghĩa miệt thị, hạ thấp giá trị người khác."
hate-speech-qa: Ngữ cảnh: 'Style khoe cu của mấy anh biến thái à 🙃' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu 'khoe cu' và nhãn mác 'biến thái' để miệt thị, gán ghép hành vi lệch lạc tình dục, mang tính xúc phạm và phán xét."
hate-speech-qa: Ngữ cảnh: 'Tư duy của người đi du học :)))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Đề nghị 17, 22,23,32 đến phà vài hơi vào mẹt tk này để nó đi cách ly thế giới hẳn đi.' Câu hỏi: Tại sao câu này độc hại?","Sử dụng cụm ""'phà vài hơi vào mẹt'"" và mong muốn ""'cách ly thế giới hẳn đi'"" thể hiện hành vi đe dọa, xúc phạm nghiêm trọng và mong muốn người khác bị hại.
"
hate-speech-qa: Ngữ cảnh: 'Nhìn duyên nhờ' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Tàu cộng bản chất của nó là hèn và ảo tưởng sức mạnh, võ mồm, bay lượn y như trong mấy cái phim chưởng của nó thôi.' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ miệt thị 'Tàu cộng' và gán ghép các đặc điểm tiêu cực ('hèn', 'ảo tưởng sức mạnh', 'võ mồm') cho một nhóm dân tộc."
hate-speech-qa: Ngữ cảnh: 'Hoàng Thu Trang lại nữa' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Có Giang hồ bên Đài Loan tìm đến nhà rồi , nên mới lên mạng khóc lóc ý oi dó' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Ai cần ib nhé mn,,, 10c, 60k' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'phải rồi ông tổ của cộng sản thờ satan , rồi bác hồ yêu quý lại đem sản phẩm của satan đến với người dân VN và đó chính là tư tưởng mác-lê vô thần duy vật vô thần vô tôn giáo' Câu hỏi: Tại sao câu này độc hại?","Sử dụng các cụm từ ""'thờ satan'"", ""'sản phẩm của satan'"" để phỉ báng, xúc phạm tư tưởng cộng sản và lãnh tụ Hồ Chí Minh, kích động thù địch tôn giáo."
"hate-speech-qa: Ngữ cảnh: 'Trúc Quỳnh Đào không ý gì đâu , nhưng mà của tùng là say meo meo :3' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'true :))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'M à  t ko còn ngon ngữ nào mà chửi m nữa' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'dlv đây chỉ là trường hơp ngoại lệ k tính :v' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Con nay chat kiep sau no moi thay doi tinh.no khong con thuoc chua roi.con CORONA VIRUT cang no cho no benh chet di.dong ho ba doi nha no bi benh corona virut cho no biet the nao la dau kho.' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ nguyền rủa 'chat kiep sau', 'benh chet di', và 'bi benh corona virut cho no biet the nao la dau kho', thể hiện mong muốn cái chết và bệnh tật cho người khác."
"hate-speech-qa: Ngữ cảnh: 'Đồng chí cục trưởng chuẩn bị ăn tối món ""chao xả gich"" với đồng chí cấp phó' Câu hỏi: Tại sao câu này độc hại?","""'Chao xả gich' là cách nói lái thô tục, ám chỉ hành vi tình dục đồng giới một cách miệt thị, mang tính xúc phạm và kỳ thị."
hate-speech-qa: Ngữ cảnh: 'Cú lội ngược dòng ngoạn mục của Nhung :))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Thích bả quá à 🤗🤗' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Trầm cảm mất rồi quá mệt mỏi t/c gia đình' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'best cà khịa' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Cuong Ly Dinh zừa' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Xong' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Gai tre' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Lý luận của cs với dân ..,khi cức chó...lộn khi có chức ...' Câu hỏi: Tại sao câu này độc hại?","Sử dụng từ ngữ tục tĩu 'cức chó' để xúc phạm, hạ thấp nhân phẩm nhóm người 'cs' và những người có chức, mang tính miệt thị."
hate-speech-qa: Ngữ cảnh: '1 con chó dlv cho hay :))' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng 'con chó' để phi nhân hóa và 'dlv' để miệt thị, xúc phạm đối tượng."
hate-speech-qa: Ngữ cảnh: 'Lựa cái đầu buồi ABe nè' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ tục tĩu 'đầu buồi' để xúc phạm, hạ thấp giá trị người khác."
hate-speech-qa: Ngữ cảnh: 'xin video di anh dep trai' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Gì ? Ai biết đâu ?' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Hiếu Bến Tre lũ người haha là cặn bã' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị ""'lũ người'"" để phi nhân hóa và ""'cặn bã'"" để xúc phạm, hạ thấp giá trị một nhóm người."
"hate-speech-qa: Ngữ cảnh: 'Loại này nên bắn, đéo cần bịnh hay không.' Câu hỏi: Tại sao câu này độc hại?","Từ 'bắn' kích động bạo lực, 'đéo' là từ tục tĩu. Câu này phi nhân hóa đối tượng, thể hiện sự thù địch và kêu gọi hành vi nguy hiểm."
hate-speech-qa: Ngữ cảnh: 'Hương Thảo vkl' Câu hỏi: Tại sao câu này độc hại?,"Từ viết tắt 'vkl' là một cụm từ tục tĩu, mang tính xúc phạm và thô tục, dùng để chửi bới."
hate-speech-qa: Ngữ cảnh: 'Nguyễn Hoài Phong noi đi kia bạn ơi :))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Tiên tri Trần Dần về  Việt Nam ở nghĩa trang bình an' Câu hỏi: Tại sao câu này độc hại?,"Từ 'nghĩa trang' mang ý nghĩa trù ẻo, điềm xấu cho một cá nhân còn sống"
hate-speech-qa: Ngữ cảnh: 'Chi Tsan no more Europe' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Julie Biebz mốt rủ đi ăn vậy cho sang nha homie :)))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
"hate-speech-qa: Ngữ cảnh: 'Chị mới xem clip của e lần đầu nên chị chưa biết đầu đuôi câu chuyện ra sao, chị chỉ hiểu sơ sơ là e bị bạn bên Mỹ lừa, lòng người khó lường thôi kệ đi e, họ sống sai với mình họ sẽ gánh hết nghiệp cho mình, và nó cũng là bài học cho tất cả vì ai trong cđ ít nhiều cũng một vài lần bị bạn bè phản bội, từ nay về sau đừng quá tin người nhất là cái gì liên quan đến tiền bạc.' Câu hỏi: Tại sao câu này độc hại?","Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Nghe rất vô sinh nhưng lại có bầu :)))' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Đm. Rẻ rách dlv' Câu hỏi: Tại sao câu này độc hại?,"Lăng mạ bằng cụm từ ('Đm', 'rẻ rách dlv'), chửi thề thô tục và công kích trực diện cá nhân, đồng thời dán nhãn chính trị tiêu cực nhằm xúc phạm nhân phẩm và phá hoại không gian thảo luận lành mạnh."
hate-speech-qa: Ngữ cảnh: 'NÓI SAO CON LINH NÓ KHÔNG CHỬI ĐIỆN THOẠI LẠI CHỬI NGƯỜI TA TỤC TĨU' Câu hỏi: Tại sao câu này độc hại?,"Từ 'CON LINH' miệt thị, hạ thấp nhân phẩm. 'CHỬI... TỤC TĨU' mô tả hành vi lăng mạ, xúc phạm người khác."
hate-speech-qa: Ngữ cảnh: 'Trung gào thét' Câu hỏi: Tại sao câu này độc hại?,"Câu bình luận này là bình thường, không chứa ngôn từ thù địch hay xúc phạm."
hate-speech-qa: Ngữ cảnh: 'Bà mẹ nó chửa lây người hà nội luôn hok nói được lời gì cả con nầy hok biết nó còn hơn võ tắt thiên nữa khẩu nghiệp nghe con đài loan linh lóc nghe nỡ mẹ kêu biệt danh bắn nầy bắn ngọ đồ khẩu nghiệp vậy mà quản cáo đi chùa xim trời phật con nầy chỉ có pủi chứng nó thôi các bạn ơi hãy tẩy chai nó cho khỏi bán hàng onlai luôn đi cộng đồng ơi' Câu hỏi: Tại sao câu này độc hại?,"Sử dụng từ ngữ miệt thị chủng tộc ('đài loan linh lóc'), xúc phạm giới tính ('chửa lây', 'bắn nầy bắn ngọ'), và kêu gọi tẩy chay ('tẩy chai nó') là ngôn ngữ thù địch."
